detect_id,camera_track_id,frame_id,x,y,w,h
264,3,7375,757.48,204.92,44.68,147.95
265,3,7376,758.73,204.98,44.14,147.44
266,3,7377,759.18,205.66,44.62,147.23
267,3,7378,759.98,205.91,44.8,147.15
268,3,7379,758.92,206.01,46.87,147.11
269,3,7380,759.82,206.04,46.99,147.08
270,3,7381,756.86,206.05,50.97,146.41
271,3,7382,757.66,206.04,50.53,146.81
272,3,7383,754.71,205.38,54.25,146.96
273,3,7384,755.52,205.13,53.72,147.68
274,3,7385,758.45,205.69,51.52,147.28
275,3,7386,762.89,205.91,47.32,147.13
276,3,7387,760.48,205.99,50.47,146.41
277,3,7388,759.65,205.35,51.56,146.79
278,3,7389,762.57,205.11,50.01,145.62
279,3,7390,766.35,205.02,46.73,147.16
280,3,7391,767.07,204.33,47.52,148.4
281,3,7392,767.98,204.07,47.8,148.86
282,3,7393,768.28,203.98,47.92,149.03
283,3,7394,769.03,203.95,47.3,149.09
284,3,7398,772.01,203.97,51.46,149.03
285,3,7399,773.58,203.99,51.29,148.32
286,3,7401,772.77,204.77,51.15,146.49
287,3,7402,773.17,204.94,52.38,146.1
288,3,7403,775.27,205.0,52.81,146.63
289,3,7404,775.39,204.36,53.63,148.16
290,3,7405,776.06,204.11,52.63,148.73
291,3,7406,776.94,204.02,53.56,148.29
292,3,7407,778.56,203.99,52.59,147.46
293,3,7408,779.81,203.98,51.55,147.14
294,3,7409,780.9,203.98,51.82,147.02
295,3,7410,781.28,203.32,51.93,148.31
296,3,7411,781.39,202.41,51.97,149.45
297,3,7412,781.4,201.42,52.65,150.54
298,3,7413,781.38,201.04,54.21,150.94
299,3,7414,781.35,200.92,56.11,151.74
300,3,7415,783.91,202.19,54.24,149.4
301,3,7416,785.55,203.35,52.15,147.83
302,3,7417,786.13,203.79,52.03,146.58
303,3,7418,788.97,203.29,50.66,146.11
304,3,7419,790.01,203.1,49.48,145.95
305,3,7420,792.36,203.69,47.7,144.57
306,3,7421,792.5,203.92,47.74,145.39
307,3,7422,794.53,204.0,46.43,144.39
308,3,7423,795.23,203.36,45.96,144.68
309,3,7424,795.45,203.78,45.14,144.81
310,3,7425,796.15,203.94,44.86,144.86
311,3,7426,796.37,204.0,44.78,144.23
312,3,7427,797.08,204.02,44.1,144.0
313,3,7428,797.31,204.02,43.87,144.58
314,3,7429,798.03,204.02,43.13,144.81
315,3,7430,798.27,204.02,42.88,144.9
316,3,7431,798.32,204.68,42.13,144.28
317,3,7432,798.31,204.93,41.88,144.05
318,3,7433,797.62,204.35,42.47,145.29
319,3,7434,796.68,204.14,42.71,145.76
320,3,7435,796.31,204.71,42.81,144.62
321,3,7436,795.5,204.27,43.52,145.51
322,3,7437,795.2,203.44,43.13,146.5
323,3,7438,795.08,203.12,42.33,146.22
324,3,7439,794.36,203.67,42.7,146.1
325,3,7440,794.1,203.88,42.84,146.06
326,3,7441,792.68,203.96,44.23,146.04
327,3,7442,792.81,203.99,43.44,146.03
328,3,7443,791.54,205.32,43.79,144.7
329,3,7444,790.42,204.5,43.93,145.53
330,3,7445,789.35,203.52,44.64,146.5
331,3,7446,788.96,203.81,44.91,145.55
332,3,7447,788.17,203.27,45.0,146.5
333,3,7448,787.23,203.72,45.69,146.86
334,3,7449,786.24,204.56,46.61,145.68
335,3,7450,786.53,204.87,45.64,144.56
336,3,7451,786.01,204.99,46.58,144.14
337,3,7452,785.83,205.03,46.27,143.33
338,3,7453,785.78,205.04,46.15,143.03
339,3,7454,785.12,205.04,46.75,142.93
340,3,7455,784.89,205.04,46.32,142.23
341,3,7456,784.82,205.03,46.15,141.98
342,3,7457,784.81,203.04,45.42,143.89
343,3,7458,784.82,202.3,44.47,144.61
344,3,7459,784.84,202.68,44.12,143.56
345,3,7460,784.86,204.16,43.99,141.84
346,3,7461,784.87,204.72,43.29,140.53
347,3,7462,784.89,204.93,43.03,140.05
348,3,7463,784.9,204.34,42.94,141.22
349,3,7464,784.91,204.12,42.91,141.66
350,3,7465,784.92,204.04,42.91,141.84
351,3,7466,784.93,204.67,42.92,140.59
352,3,7467,784.94,204.24,42.26,140.79
353,3,7468,784.95,204.08,42.02,140.87
354,3,7469,784.96,204.68,41.94,140.24
355,3,7470,784.96,204.25,41.92,140.01
356,3,7471,785.63,204.08,41.25,138.61
357,3,7472,785.88,204.68,41.01,134.1
358,3,7474,786.75,204.87,40.17,129.13
359,3,7475,786.93,204.86,40.03,128.21
360,3,7476,787.66,204.87,39.32,127.23
361,3,7477,787.93,204.88,39.06,126.89
362,3,7478,788.02,204.22,38.96,128.11
363,3,7479,788.05,203.99,38.94,127.93
364,3,7480,788.06,203.91,38.93,128.53
365,3,7481,788.06,203.89,38.94,128.77
366,3,7482,788.05,203.23,38.28,132.18
367,3,7483,788.71,202.99,37.37,130.83
368,3,7484,789.63,203.57,37.04,127.0
369,4,7484,964.0,190.0,32.0,78.0
370,3,7485,789.96,203.13,36.92,127.55
371,4,7485,964.8,190.0,32.0,78.0
372,3,7486,790.07,202.98,37.56,129.09
373,4,7486,965.72,190.77,32.0,77.23
374,3,7487,790.1,202.27,37.8,131.65
375,4,7487,966.03,191.03,32.78,78.54
376,3,7488,790.11,202.01,37.9,131.96
377,4,7488,966.85,190.34,33.76,79.7
378,3,7489,789.44,202.57,38.6,132.07
379,4,7489,967.81,189.38,33.37,80.08
380,3,7490,789.18,202.8,38.87,133.42
381,4,7490,969.53,189.05,33.2,80.88
382,3,7491,789.08,203.55,38.97,133.27
383,4,7491,970.81,188.94,33.82,79.77
384,3,7492,789.04,203.18,39.66,134.51
385,4,7492,971.91,188.91,35.38,77.96
386,3,7493,788.37,203.69,41.89,135.63
387,4,7493,973.61,188.91,35.95,77.97
388,3,7494,788.76,203.89,42.08,137.35
389,4,7494,974.89,189.59,36.81,77.98
390,3,7495,788.92,203.97,42.14,137.33
391,4,7495,975.99,189.85,37.78,76.64
392,3,7496,788.98,204.0,42.8,136.64
393,3,7497,789.65,203.35,42.4,138.34
394,3,7498,789.91,203.1,42.88,138.96
395,3,7499,790.66,203.01,43.06,139.83
396,3,7500,792.91,202.98,42.46,140.15
397,3,7501,795.08,202.97,41.56,140.24
398,3,7502,795.88,202.97,41.21,140.26
399,4,7502,984.07,193.76,44.62,74.12
400,3,7503,796.16,202.31,41.74,140.9
401,4,7503,984.47,193.31,45.7,74.68
402,3,7504,796.91,202.72,41.28,140.47
403,4,7504,985.88,193.84,45.45,74.19
404,3,7505,797.17,202.88,41.76,140.29
405,4,7505,987.69,193.36,44.03,74.67
406,3,7506,797.24,202.95,41.94,140.21
407,4,7506,988.99,193.18,44.12,74.86
408,3,7507,797.25,202.31,42.01,141.48
409,4,7507,990.74,193.76,43.48,74.27
410,3,7508,797.9,202.73,42.03,140.64
411,4,7508,992.02,193.98,42.57,73.39
412,3,7509,798.78,203.56,41.38,139.64
413,4,7509,993.78,194.05,40.89,72.4
414,3,7510,799.76,203.87,40.46,139.26
415,4,7510,995.05,194.74,39.58,71.37
416,3,7511,800.78,204.65,40.12,139.11
417,4,7511,995.46,194.99,39.11,71.0
418,3,7512,801.13,204.93,39.99,138.39
419,4,7512,996.23,195.07,38.27,70.21
420,3,7513,801.9,204.37,39.95,139.44
421,4,7513,997.14,194.43,37.3,71.26
422,3,7514,802.17,204.16,39.94,139.84
423,4,7514,998.77,194.18,35.61,71.0
424,3,7515,802.25,204.07,39.94,140.64
425,4,7515,999.31,194.09,35.69,70.92
426,3,7516,802.92,204.04,39.95,138.97
427,4,7516,1000.14,194.05,35.06,71.56
428,3,7517,802.49,204.03,40.62,138.32
429,4,7517,1000.4,194.03,34.85,71.8
430,3,7518,802.31,204.02,41.53,138.08
431,4,7518,1000.45,194.02,34.8,71.9
432,3,7519,802.23,204.01,41.87,137.99
433,4,7519,1001.1,194.02,34.12,71.94
434,3,7520,802.19,203.35,42.0,139.29
435,4,7520,1001.31,194.02,33.89,71.96
436,3,7521,802.81,203.1,41.39,138.46
437,4,7521,1001.35,194.01,33.82,71.97
438,3,7522,803.04,203.01,41.15,138.8
439,4,7522,1001.34,194.01,33.82,71.31
440,3,7523,802.45,202.98,41.72,140.25
441,4,7523,1001.31,194.01,33.83,71.73
442,3,7524,802.23,202.97,41.93,140.8
443,4,7524,1001.28,194.01,33.84,71.23
444,3,7525,801.47,202.31,42.01,141.66
445,4,7525,1001.25,194.01,33.86,71.04
446,3,7526,801.18,202.72,42.03,141.32
447,4,7526,1001.22,193.34,33.88,72.3
448,3,7527,800.41,202.88,42.7,139.86
449,4,7527,1001.19,193.1,33.89,72.77
450,3,7528,800.12,202.28,42.29,139.96
451,4,7528,1001.83,193.0,33.24,72.95
452,3,7529,800.01,202.72,42.13,139.34
453,4,7529,1002.06,192.97,33.0,73.02
454,3,7530,799.31,202.23,42.72,141.09
455,4,7530,1002.13,192.96,32.92,73.7
456,3,7531,799.05,202.04,42.29,139.11
457,4,7531,1002.14,192.96,32.9,73.95
458,3,7532,798.96,202.64,42.12,137.02
459,4,7532,1002.14,192.97,32.9,74.04
460,3,7533,798.93,202.21,41.39,136.91
461,4,7533,1002.13,192.97,32.25,74.07
462,3,7534,797.6,202.71,41.78,138.2
463,4,7534,1002.11,193.63,32.01,73.41
464,3,7535,797.11,202.9,41.26,138.7
465,4,7535,1002.1,193.22,32.59,73.82
466,3,7536,796.27,202.97,41.07,138.89
467,4,7536,1002.09,193.07,32.82,73.97
468,3,7537,795.31,202.34,41.66,139.62
469,4,7537,1002.08,193.01,32.25,74.03
470,3,7538,794.96,202.1,41.23,140.55
471,4,7538,1002.07,192.99,32.7,74.04
472,3,7539,792.85,202.01,42.39,140.91
473,4,7539,1002.06,192.98,32.21,74.04
474,3,7540,792.74,202.64,42.16,140.37
475,4,7540,1002.05,192.98,32.69,74.04
476,3,7541,792.06,202.88,42.73,139.5
477,4,7541,1002.05,192.32,32.88,74.7
478,3,7542,791.83,202.31,43.6,139.17
479,4,7542,1002.04,192.08,32.95,74.94
480,3,7543,791.1,202.09,44.58,138.39
481,4,7543,1002.04,191.99,32.98,75.03
482,3,7544,790.19,202.67,44.95,137.43
483,4,7544,1002.03,191.96,32.99,75.06
484,3,7545,789.86,202.89,45.08,136.41
485,4,7545,1002.03,191.95,32.99,75.06
486,3,7546,789.1,202.98,45.12,136.7
487,4,7546,1002.03,191.95,32.99,74.4
488,3,7547,788.18,203.01,45.78,137.48
489,4,7547,1002.02,191.96,33.0,74.81
490,3,7548,787.85,203.02,46.02,138.44
491,4,7548,1002.02,191.96,33.0,74.96
492,3,7549,787.74,203.02,46.11,138.81
493,4,7549,1002.02,191.96,33.0,74.35
494,3,7550,787.73,203.02,44.81,138.95
495,4,7550,1002.02,191.97,33.0,74.12
496,3,7551,788.41,203.02,43.64,138.34
497,4,7551,1002.01,191.97,33.0,74.03
498,3,7552,788.69,203.68,43.2,138.77
499,4,7552,1002.01,191.98,32.34,74.0
500,3,7553,788.8,203.92,42.37,138.93
501,4,7553,1002.01,191.98,32.09,73.99
502,3,7554,788.19,203.35,42.74,138.99
503,4,7554,1001.34,191.98,32.66,73.99
504,3,7555,787.97,203.13,42.21,139.01
505,4,7555,1001.1,191.98,32.88,74.65
506,3,7556,788.56,203.05,42.02,139.02
507,4,7556,1001.01,191.99,32.96,74.24
508,3,7557,788.8,203.02,41.95,138.36
509,4,7557,1000.97,191.99,32.99,74.74
510,3,7558,788.89,203.0,41.93,138.77
511,4,7558,1000.96,191.99,33.0,74.93
512,3,7559,789.59,202.34,41.27,138.93
513,4,7559,1000.96,191.99,32.35,75.0
514,3,7560,790.53,202.09,41.02,138.98
515,4,7560,1000.97,191.99,32.1,75.02
516,3,7561,790.88,202.0,40.94,139.01
517,4,7561,1000.97,191.99,32.01,75.03
518,3,7562,791.67,201.31,40.25,139.67
519,4,7562,1000.97,191.99,31.98,75.03
520,3,7563,791.96,201.71,40.67,139.92
521,4,7563,1000.31,191.99,32.63,75.03
522,3,7564,792.06,201.87,41.49,139.35
523,4,7564,1000.07,191.99,32.22,75.69
524,3,7565,792.09,201.93,42.47,139.8
525,4,7565,999.32,192.0,32.72,75.93
526,3,7566,792.09,201.96,42.84,139.96
527,4,7566,999.04,192.0,32.91,76.02
528,3,7567,792.09,201.97,43.63,140.02
529,4,7567,998.29,192.0,32.98,76.05
530,3,7568,792.73,201.32,43.28,140.7
531,4,7568,997.35,191.34,33.67,77.37
532,3,7569,792.98,201.07,43.79,140.95
533,4,7569,997.0,191.09,33.27,77.87
534,3,7570,793.06,201.64,43.98,140.38
535,4,7570,996.23,191.0,33.11,78.05
536,3,7571,792.43,201.86,45.36,140.16
537,4,7571,995.29,190.31,33.71,78.76
538,3,7572,792.84,201.95,45.23,140.07
539,4,7572,994.94,190.05,33.28,79.03
540,3,7573,792.99,202.64,45.82,139.38
541,4,7573,994.83,189.96,32.45,79.11
542,3,7574,793.04,202.9,46.03,139.11
543,4,7574,994.14,189.93,32.13,79.14
544,3,7575,793.06,203.0,46.76,139.01
545,4,7575,993.24,189.93,31.35,79.13
546,3,7576,793.06,202.37,47.03,139.64
547,4,7576,992.25,189.93,31.73,79.78
548,3,7577,793.06,202.13,47.12,139.88
549,4,7577,991.9,189.94,31.21,80.02
550,3,7578,793.05,202.04,47.14,139.97
551,4,7578,991.79,189.94,31.02,80.1
552,3,7579,793.05,202.0,47.14,140.0
553,4,7579,991.77,189.95,30.96,80.78
554,3,7580,793.04,201.99,47.13,140.67
555,4,7580,991.12,189.95,31.6,80.37
556,3,7581,793.04,201.99,47.12,140.93
557,4,7581,990.89,189.96,31.85,80.2
558,3,7582,793.03,201.99,47.1,141.02
559,4,7582,990.82,189.96,30.62,80.13
560,3,7583,792.37,201.99,47.09,141.05
561,4,7583,990.14,189.31,30.16,80.09
562,3,7584,792.78,201.99,46.42,140.39
563,4,7584,989.91,189.06,28.65,81.4
564,3,7585,792.93,201.99,46.16,140.8
565,4,7585,989.16,188.32,28.1,83.85
566,3,7586,792.33,201.99,46.06,140.96
567,4,7586,988.24,188.69,29.26,83.47
568,3,7587,792.1,201.99,45.36,140.35
569,4,7587,987.25,188.85,27.71,82.64
570,3,7588,791.35,201.99,45.76,140.78
571,4,7588,986.22,188.91,27.12,81.65
572,3,7589,791.07,202.66,45.91,140.28
573,4,7589,984.52,188.94,27.6,81.93
574,3,7590,790.97,202.91,45.31,139.43
575,4,7590,983.26,189.61,27.78,83.35
576,3,7591,790.94,202.33,44.42,140.44
577,4,7591,981.49,189.87,28.52,80.6
578,3,7592,790.27,202.12,44.09,140.16
579,4,7592,980.19,189.97,28.8,78.85
580,3,7593,790.02,202.04,43.97,140.05
581,4,7593,976.44,190.67,32.21,77.54
582,3,7594,789.94,202.67,43.27,139.35
583,4,7594,973.8,190.93,34.09,77.73
584,4,7595,971.51,191.02,35.48,77.15
585,4,7596,970.65,191.05,36.01,77.61
586,4,7597,971.01,191.06,35.56,77.79
587,4,7598,971.21,191.05,34.71,77.87
588,4,7599,971.34,191.05,33.7,78.57
589,4,7600,971.43,190.38,31.98,79.49
590,3,7600,781.48,202.98,45.8,138.09
591,4,7601,971.52,190.13,30.65,79.19
592,3,7601,780.86,203.0,45.34,138.0
593,4,7602,970.91,190.03,30.17,80.39
594,4,7603,970.72,190.0,27.98,80.84
595,3,7603,779.82,203.0,45.89,137.98
596,4,7604,970.01,189.99,27.17,80.35
597,3,7604,779.7,202.99,45.31,138.67
598,4,7605,969.1,189.98,26.22,79.49
599,3,7605,779.68,202.33,45.09,139.58
600,3,7606,779.69,202.08,44.35,139.92
601,3,7607,779.05,202.65,44.74,139.38
602,4,7607,967.87,189.98,25.14,79.11
603,3,7608,778.84,202.21,44.23,139.17
